,topic,prev_section,next_section,prev_doc_text,next_doc_text,questions,answers,scores
75,data mining,Summary,Summary,"Data mining is a process of extracting and discovering patterns in large data sets involving methods at the intersection of machine learning, statistics, and database systems. Data mining is an interdisciplinary subfield of computer science and statistics with an overall goal of extracting information (with intelligent methods) from a data set and transform the information into a comprehensible structure for further use. Data mining is the analysis step of the ""knowledge discovery in databases"" process, or KDD. Aside from the raw analysis step, it also involves database and data management aspects, data pre-processing, model and inference considerations, interestingness metrics, complexity considerations, post-processing of discovered structures, visualization, and online updating.","The term ""data mining"" is a misnomer, because the goal is the extraction of patterns and knowledge from large amounts of data, not the extraction (mining) of data itself. It also is a buzzword and is frequently applied to any form of large-scale data or information processing (collection, extraction, warehousing, analysis, and statistics) as well as any application of computer decision support system, including artificial intelligence (e.g., machine learning) and business intelligence. The book Data mining: Practical machine learning tools and techniques with Java (which covers mostly machine learning material) was originally to be named just Practical machine learning, and the term data mining was only added for marketing reasons. Often the more general terms (large scale) data analysis and analytics—or, when referring to actual methods, artificial intelligence and machine learning—are more appropriate.
","[' What does the term ""data mining"" mean?', ' What is the goal of data mining?', ' Data mining is often applied to what?', ' What is a form of large-scale data processing?', ' What is an application of computer decision support system?', ' Artificial intelligence and business intelligence are examples of what?', ' What was the original name for Java techniques?', ' Why was the term data mining added?', ' What are the terms for large scale data analysis and analytics?', ' What are more appropriate when referring to actual methods?', ' What are artificial intelligence and machine learning?']","['extraction of patterns and knowledge from large amounts of data', 'extraction of patterns and knowledge from large amounts of data', 'any form of large-scale data or information processing', 'collection, extraction, warehousing, analysis, and statistics', 'artificial intelligence', 'computer decision support system', 'Practical machine learning', 'marketing reasons', 'more general', 'artificial intelligence and machine learning', 'computer decision support system']","[0.4307999461889267, 0.7659768462181091, 0.5735123008489609, 0.05526290833950043, 0.3218389004468918, 0.6190207898616791, 0.01764219719916582, 0.7164583206176758, 0.3409391790628433, 0.7643947601318359, 0.14367211610078812]"
76,data mining,Summary,Summary,"The term ""data mining"" is a misnomer, because the goal is the extraction of patterns and knowledge from large amounts of data, not the extraction (mining) of data itself. It also is a buzzword and is frequently applied to any form of large-scale data or information processing (collection, extraction, warehousing, analysis, and statistics) as well as any application of computer decision support system, including artificial intelligence (e.g., machine learning) and business intelligence. The book Data mining: Practical machine learning tools and techniques with Java (which covers mostly machine learning material) was originally to be named just Practical machine learning, and the term data mining was only added for marketing reasons. Often the more general terms (large scale) data analysis and analytics—or, when referring to actual methods, artificial intelligence and machine learning—are more appropriate.
","The actual data mining task is the semi-automatic or automatic analysis of large quantities of data to extract previously unknown, interesting patterns such as groups of data records (cluster analysis), unusual records (anomaly detection), and dependencies (association rule mining, sequential pattern mining). This usually involves using database techniques such as spatial indices. These patterns can then be seen as a kind of summary of the input data, and may be used in further analysis or, for example, in machine learning and predictive analytics. For example, the data mining step might identify multiple groups in the data, which can then be used to obtain more accurate prediction results by a decision support system. Neither the data collection, data preparation, nor result interpretation and reporting is part of the data mining step, but do belong to the overall KDD process as additional steps.
","[' What is the actual data mining task?', ' What is cluster analysis?', ' How does cluster analysis extract previously unknown patterns?', ' What does pattern mining usually involve using?', ' What can patterns be seen as a kind of?', ' What can be used to obtain more accurate prediction results by a decision support system?', ' What steps are not part of the data mining step?', ' What is part of the data mining step?', ' What are two additional steps in the KDD process?']","['the semi-automatic or automatic analysis of large quantities of data', 'groups of data records', 'groups of data records', 'database techniques such as spatial indices', 'summary of the input data', 'the data mining step might identify multiple groups in the data', 'data collection, data preparation, nor result interpretation and reporting', 'Neither the data collection, data preparation, nor result interpretation and reporting', 'data collection, data preparation, nor result interpretation and reporting']","[0.5987424552440643, 0.9496994018554688, 0.1456340067088604, 0.297151155769825, 0.9540274143218994, 0.4358970522880554, 0.8585206866264343, 0.19239528477191925, 0.11151332780718803]"
77,data mining,Summary,Summary,"The actual data mining task is the semi-automatic or automatic analysis of large quantities of data to extract previously unknown, interesting patterns such as groups of data records (cluster analysis), unusual records (anomaly detection), and dependencies (association rule mining, sequential pattern mining). This usually involves using database techniques such as spatial indices. These patterns can then be seen as a kind of summary of the input data, and may be used in further analysis or, for example, in machine learning and predictive analytics. For example, the data mining step might identify multiple groups in the data, which can then be used to obtain more accurate prediction results by a decision support system. Neither the data collection, data preparation, nor result interpretation and reporting is part of the data mining step, but do belong to the overall KDD process as additional steps.
","The difference between data analysis and data mining is that data analysis is used to test models and hypotheses on the dataset, e.g., analyzing the effectiveness of a marketing campaign, regardless of the amount of data; in contrast, data mining uses machine learning and statistical models to uncover clandestine or hidden patterns in a large volume of data.","[' What is used to test models and hypotheses on a dataset?', ' What uses machine learning and statistical models to uncover clandestine or secret information?', ' Machine learning and statistical models uncover what in a large volume of data?']","['data analysis', 'data mining', 'clandestine or hidden patterns']","[0.9728912115097046, 0.6362754106521606, 0.9004696607589722]"
78,data mining,Summary,Summary,"The difference between data analysis and data mining is that data analysis is used to test models and hypotheses on the dataset, e.g., analyzing the effectiveness of a marketing campaign, regardless of the amount of data; in contrast, data mining uses machine learning and statistical models to uncover clandestine or hidden patterns in a large volume of data.","The related terms data dredging, data fishing, and data snooping refer to the use of data mining methods to sample parts of a larger population data set that are (or may be) too small for reliable statistical inferences to be made about the validity of any patterns discovered. These methods can, however, be used in creating new hypotheses to test against the larger data populations.
","[' What are the terms data dredging, data fishing, and data snooping?', ' What are data mining methods used to sample parts of a larger population data set?', ' What can be used to create new hypotheses to test against larger data populations?']","['data mining methods', 'data dredging', 'data mining methods']","[0.2708390802145004, 0.6552704274654388, 0.5275085866451263]"
79,data mining,Summary,Etymology,"The related terms data dredging, data fishing, and data snooping refer to the use of data mining methods to sample parts of a larger population data set that are (or may be) too small for reliable statistical inferences to be made about the validity of any patterns discovered. These methods can, however, be used in creating new hypotheses to test against the larger data populations.
","In the 1960s, statisticians and economists used terms like data fishing or data dredging to refer to what they considered the bad practice of analyzing data without an a-priori hypothesis. The term ""data mining"" was used in a similarly critical way by economist Michael Lovell in an article published in the Review of Economic Studies in 1983. Lovell indicates that the practice ""masquerades under a variety of aliases, ranging from ""experimentation"" (positive) to ""fishing"" or ""snooping"" (negative).
","[' When did statisticians and economists use terms like data fishing and data dredging to refer to bad practice of analyzing data without an a-priori hypothesis?', ' What term was used in a similar way by economist Michael Lovell in an article published in the 1960s?', "" In what year was Michael Lovell's article published in the Review of Economic Studies?"", ' What does Lovell say the practice masquerades under a variety of?']","['1960s', 'data mining', '1983', 'aliases']","[0.7204566597938538, 0.2072354257106781, 0.9579237401485443, 0.9131531417369843]"
80,data mining,Etymology,Etymology,"In the 1960s, statisticians and economists used terms like data fishing or data dredging to refer to what they considered the bad practice of analyzing data without an a-priori hypothesis. The term ""data mining"" was used in a similarly critical way by economist Michael Lovell in an article published in the Review of Economic Studies in 1983. Lovell indicates that the practice ""masquerades under a variety of aliases, ranging from ""experimentation"" (positive) to ""fishing"" or ""snooping"" (negative).
","The term data mining appeared around 1990 in the database community, generally with positive connotations. For a short time in 1980s, a phrase ""database mining""™, was used, but since it was trademarked by HNC, a San Diego-based company, to pitch their Database Mining Workstation; researchers consequently turned to data mining. Other terms used include data archaeology, information harvesting, information discovery, knowledge extraction, etc. Gregory Piatetsky-Shapiro coined the term ""knowledge discovery in databases"" for the first workshop on the same topic (KDD-1989) and this term became more popular in AI and machine learning community. However, the term data mining became more popular in the business and press communities. Currently, the terms data mining and knowledge discovery are used interchangeably.
","[' When did the term data mining appear in the database community?', ' What phrase was used for a short time in the 1980s?', ' Who trademarked the phrase ""database mining""TM?', ' Who coined the term ""knowledge discovery in databases"" for the first workshop on the same topic?', ' What term became more popular in AI and other fields?', ' What term became more popular in the AI and machine learning community?', ' What was the most popular term in the business and press communities?']","['around 1990', 'database mining', 'HNC', 'Gregory Piatetsky-Shapiro', 'knowledge discovery', 'knowledge discovery', 'data mining']","[0.7537205517292023, 0.5998687595129013, 0.8992316126823425, 0.991771012544632, 0.4112122505903244, 0.5664611607789993, 0.736752063035965]"
81,data mining,Etymology,Etymology,"The term data mining appeared around 1990 in the database community, generally with positive connotations. For a short time in 1980s, a phrase ""database mining""™, was used, but since it was trademarked by HNC, a San Diego-based company, to pitch their Database Mining Workstation; researchers consequently turned to data mining. Other terms used include data archaeology, information harvesting, information discovery, knowledge extraction, etc. Gregory Piatetsky-Shapiro coined the term ""knowledge discovery in databases"" for the first workshop on the same topic (KDD-1989) and this term became more popular in AI and machine learning community. However, the term data mining became more popular in the business and press communities. Currently, the terms data mining and knowledge discovery are used interchangeably.
","In the academic community, the major forums for research started in 1995 when the First International Conference on Data Mining and Knowledge Discovery (KDD-95) was started in Montreal under AAAI sponsorship. It was co-chaired by Usama Fayyad and Ramasamy Uthurusamy. A year later, in 1996, Usama Fayyad launched the journal by Kluwer called Data Mining and Knowledge Discovery as its founding editor-in-chief. Later he started the SIGKDD Newsletter SIGKDD Explorations. The KDD International conference became the primary highest quality conference in data mining with an acceptance rate of research paper submissions below 18%. The journal Data Mining and Knowledge Discovery is the primary research journal of the field.
","[' When did the major forums for research start in the academic community?', ' Where was the First International Conference on Data Mining and Knowledge Discovery started?', ' Who co-chaired the first international conference on data mining and knowledge discovery?', ' What journal did Usama Fayyad launch in 1996?', ' When did Usama Fayyad launch Data Mining and Knowledge Discovery?', ' What was the name of the journal by Kluwer called?', ' Who was the founding editor-in-chief of the Kluwer journal?', ' The KDD International conference became the primary highest quality conference in what field?', ' What is the acceptance rate of research paper submissions in data mining?', ' Data Mining and Knowledge Discovery is the primary research journal of what field?']","['1995', 'Montreal', 'Usama Fayyad and Ramasamy Uthurusamy', 'Data Mining and Knowledge Discovery', '1996', 'Data Mining and Knowledge Discovery', 'Usama Fayyad', 'data mining', 'below 18%.', 'data mining']","[0.95980304479599, 0.9866317510604858, 0.9633472561836243, 0.9761972725391388, 0.9262848794460297, 0.8136385381221771, 0.07759813591837883, 0.9905194938182831, 0.6667445600032806, 0.9650724232196808]"
82,data mining,Etymology,Background,"In the academic community, the major forums for research started in 1995 when the First International Conference on Data Mining and Knowledge Discovery (KDD-95) was started in Montreal under AAAI sponsorship. It was co-chaired by Usama Fayyad and Ramasamy Uthurusamy. A year later, in 1996, Usama Fayyad launched the journal by Kluwer called Data Mining and Knowledge Discovery as its founding editor-in-chief. Later he started the SIGKDD Newsletter SIGKDD Explorations. The KDD International conference became the primary highest quality conference in data mining with an acceptance rate of research paper submissions below 18%. The journal Data Mining and Knowledge Discovery is the primary research journal of the field.
","The manual extraction of patterns from data has occurred for centuries. Early methods of identifying patterns in data include Bayes' theorem (1700s) and regression analysis (1800s). The proliferation, ubiquity and increasing power of computer technology have dramatically increased data collection, storage, and manipulation ability. As data sets have grown in size and complexity, direct ""hands-on"" data analysis has increasingly been augmented with indirect, automated data processing, aided by other discoveries in computer science, specially in the field of machine learning, such as neural networks, cluster analysis, genetic algorithms (1950s), decision trees and decision rules (1960s), and support vector machines (1990s). Data mining is the process of applying these methods with the intention of uncovering hidden patterns. in large data sets. It bridges the gap from applied statistics and artificial intelligence (which usually provide the mathematical background) to database management by exploiting the way data is stored and indexed in databases to execute the actual learning and discovery algorithms more efficiently, allowing such methods to be applied to ever-larger data sets.
","[' The manual extraction of patterns from data has occurred for how long?', ' What are two early methods of identifying patterns in data?', ' The proliferation, ubiquity and increasing power of what have dramatically increased data collection, storage, and manipulation ability?', ' What are some of the discoveries in computer science that have aided machine learning?', ' In what decade were genetic algorithms first discovered?', ' What is the process of applying these methods with the intention of uncovering hidden patterns?', ' What bridges the gap from applied statistics and artificial intelligence?', ' What does it bridge the gap from applied statistics and artificial intelligence to?', ' What do it exploit the way data is stored and indexed in databases to execute?']","['centuries', ""Bayes' theorem (1700s) and regression analysis (1800s)."", 'computer technology', 'neural networks, cluster analysis, genetic algorithms (1950s), decision trees and decision rules (1960s), and support vector machines', '1950s', 'Data mining', 'Data mining', 'database management', 'learning and discovery algorithms']","[0.977839469909668, 0.7140627354383469, 0.9941054284572601, 0.6687116473913193, 0.9279958605766296, 0.9927314817905426, 0.9420925378799438, 0.5895999670028687, 0.4684947282075882]"
83,data mining,Process,Process,"The knowledge discovery in databases (KDD) process is commonly defined with the stages:
","It exists, however, in many variations on this theme, such as the Cross-industry standard process for data mining (CRISP-DM) which defines six phases:
","[' What is the Cross-industry standard process for data mining called?', ' How many phases does CRISP-DM define?']","['CRISP-DM', 'six']","[0.9804688990116119, 0.8925378322601318]"
84,data mining,Process,Process,"It exists, however, in many variations on this theme, such as the Cross-industry standard process for data mining (CRISP-DM) which defines six phases:
","or a simplified process such as (1) Pre-processing, (2) Data Mining, and (3) Results Validation.
","[' What is a simplified process such as Pre-processing, Data Mining, and Results Validation?']",['1) Pre-processing'],[0.17254944890737534]
85,data mining,Process,Process,"or a simplified process such as (1) Pre-processing, (2) Data Mining, and (3) Results Validation.
","Polls conducted in 2002, 2004, 2007 and 2014 show that the CRISP-DM methodology is the leading methodology used by data miners. The only other data mining standard named in these polls was SEMMA. However, 3–4 times as many people reported using CRISP-DM. Several teams of researchers have published reviews of data mining process models, and Azevedo and Santos conducted a comparison of CRISP-DM and SEMMA in 2008.","[' What is the leading methodology used by data miners?', ' What was the only other data mining standard named in the polls?', ' How many times as many people reported using CRISP-DM?', ' What has CRISP-DM been used for?', ' When did Azevedo and Santos conduct a comparison?', ' What two processes were compared in 2008?', ' How many teams have published reviews of data mining process models?']","['CRISP-DM', 'SEMMA', '3–4', 'data miners', '2008', 'CRISP-DM and SEMMA', 'Several']","[0.724718302488327, 0.9950800836086273, 0.766159176826477, 0.7443830370903015, 0.9221949279308319, 0.9697589576244354, 0.6851968616247177]"
86,data mining,Process,Research,"Polls conducted in 2002, 2004, 2007 and 2014 show that the CRISP-DM methodology is the leading methodology used by data miners. The only other data mining standard named in these polls was SEMMA. However, 3–4 times as many people reported using CRISP-DM. Several teams of researchers have published reviews of data mining process models, and Azevedo and Santos conducted a comparison of CRISP-DM and SEMMA in 2008.","The premier professional body in the field is the Association for Computing Machinery's (ACM) Special Interest Group (SIG) on Knowledge Discovery and Data Mining (SIGKDD). Since 1989, this ACM SIG has hosted an annual international conference and published its proceedings, and since 1999 it has published a biannual academic journal titled ""SIGKDD Explorations"".","[' What is the acronym for the ACM Special Interest Group on Knowledge Discovery and Data Mining?', ' Since what year has the SIG hosted an annual international conference?', ' What does SIGKDD stand for?', ' What is the name of the biannual academic journal published by SIGKDD Explorations?']","['SIGKDD', '1989', 'Special Interest Group (SIG) on Knowledge Discovery and Data Mining', '1999']","[0.6509551703929901, 0.9008077085018158, 0.7764891982078552, 0.0646002534776926]"
87,data mining,Research,Research,"Computer science conferences on data mining include:
","Data mining topics are also present on many data management/database conferences such as the ICDE Conference, SIGMOD Conference and International Conference on Very Large Data Bases
","[' What topics are present on many data management/database conferences?', ' What is the SIGMOD Conference?']","['Data mining', 'data management/database conferences']","[0.765296071767807, 0.25072434544563293]"
88,data mining,Research,Standards,"Data mining topics are also present on many data management/database conferences such as the ICDE Conference, SIGMOD Conference and International Conference on Very Large Data Bases
","There have been some efforts to define standards for the data mining process, for example, the 1999 European Cross Industry Standard Process for Data Mining (CRISP-DM 1.0) and the 2004 Java Data Mining standard (JDM 1.0). Development on successors to these processes (CRISP-DM 2.0 and JDM 2.0) was active in 2006 but has stalled since. JDM 2.0 was withdrawn without reaching a final draft.
","[' What was the European Cross Industry Standard Process for Data Mining called in 1999?', ' What is the Java Data Mining standard called in 2004?', ' When were CRISP-DM 2.0 and JDM 2.0 developed?', ' When was CRISP-DM 2.0 active?', ' When was JDM 2.0 withdrawn without reaching a final draft?', ' What process was active in 2006 but has stalled since?']","['CRISP-DM 1.0', 'JDM 1.0', '2006', '2006', '2006', 'Development on successors to these processes (CRISP-DM 2.0 and JDM 2.0']","[0.879629373550415, 0.9330572485923767, 0.682950496673584, 0.8052302896976471, 0.3326287418603897, 0.38119758665561676]"
89,data mining,Standards,Standards,"There have been some efforts to define standards for the data mining process, for example, the 1999 European Cross Industry Standard Process for Data Mining (CRISP-DM 1.0) and the 2004 Java Data Mining standard (JDM 1.0). Development on successors to these processes (CRISP-DM 2.0 and JDM 2.0) was active in 2006 but has stalled since. JDM 2.0 was withdrawn without reaching a final draft.
","For exchanging the extracted models—in particular for use in predictive analytics—the key standard is the Predictive Model Markup Language (PMML), which is an XML-based language developed by the Data Mining Group (DMG) and supported as exchange format by many data mining applications. As the name suggests, it only covers prediction models, a particular data mining task of high importance to business applications. However, extensions to cover (for example) subspace clustering have been proposed independently of the DMG.","[' What is the key standard for exchanging extracted models?', ' Who developed PMML?', ' What language is PMML an XML-based language?', ' What does mining applications only cover?', ' What is a particular data mining task of high importance to business applications?', ' Extensions to cover what have been proposed independently of the DMG?']","['Predictive Model Markup Language', 'Data Mining Group (DMG)', 'Predictive Model Markup Language', 'prediction models', 'prediction models', 'subspace clustering']","[0.7204878926277161, 0.5836262702941895, 0.9297119379043579, 0.008427937515079975, 0.976669579744339, 0.9795829951763153]"
90,data mining,Standards,Notable uses,"For exchanging the extracted models—in particular for use in predictive analytics—the key standard is the Predictive Model Markup Language (PMML), which is an XML-based language developed by the Data Mining Group (DMG) and supported as exchange format by many data mining applications. As the name suggests, it only covers prediction models, a particular data mining task of high importance to business applications. However, extensions to cover (for example) subspace clustering have been proposed independently of the DMG.","Data mining is used wherever there is digital data available today. Notable examples of data mining can be found throughout business, medicine, science, and surveillance.
","[' What is used where there is digital data available today?', ' What are some notable examples of data mining?']","['Data mining', 'business, medicine, science, and surveillance']","[0.9632588922977448, 0.922931581735611]"
91,data mining,Notable uses,Privacy concerns and ethics,"Data mining is used wherever there is digital data available today. Notable examples of data mining can be found throughout business, medicine, science, and surveillance.
","While the term ""data mining"" itself may have no ethical implications, it is often associated with the mining of information in relation to peoples' behavior (ethical and otherwise).","[' What does the term ""data mining"" have no ethical implications?', ' What is often associated with the mining of information in relation to peoples behavior?']","[""mining of information in relation to peoples' behavior"", 'data mining']","[0.015819427091628313, 0.8701466023921967]"
92,data mining,Privacy concerns and ethics,Privacy concerns and ethics,"While the term ""data mining"" itself may have no ethical implications, it is often associated with the mining of information in relation to peoples' behavior (ethical and otherwise).","The ways in which data mining can be used can in some cases and contexts raise questions regarding privacy, legality, and ethics. In particular, data mining government or commercial data sets for national security or law enforcement purposes, such as in the Total Information Awareness Program or in ADVISE, has raised privacy concerns.","[' What are some aspects of data mining?', ' What is one example of a government or commercial data mining program?', ' What program has raised privacy concerns?', ' What is the name of the program that raises concerns about privacy?']","['privacy, legality, and ethics', 'Total Information Awareness Program', 'Total Information Awareness Program', 'Total Information Awareness Program']","[0.7577720284461975, 0.6664636135101318, 0.337554469704628, 0.5993932783603668]"
93,data mining,Privacy concerns and ethics,Privacy concerns and ethics,"The ways in which data mining can be used can in some cases and contexts raise questions regarding privacy, legality, and ethics. In particular, data mining government or commercial data sets for national security or law enforcement purposes, such as in the Total Information Awareness Program or in ADVISE, has raised privacy concerns.","Data mining requires data preparation which uncovers information or patterns which compromise confidentiality and privacy obligations. A common way for this to occur is through data aggregation. Data aggregation involves combining data together (possibly from various sources) in a way that facilitates analysis (but that also might make identification of private, individual-level data deducible or otherwise apparent). This is not data mining per se, but a result of the preparation of data before—and for the purposes of—the analysis. The threat to an individual's privacy comes into play when the data, once compiled, cause the data miner, or anyone who has access to the newly compiled data set, to be able to identify specific individuals, especially when the data were originally anonymous.","[' What requires data preparation to uncover information or patterns that compromise confidentiality and privacy obligations?', ' What is a common way for data mining to occur?', ' Data aggregation involves combining data together from what sources?', ' What is a result of the preparation of data before and for the purposes of the analysis?', "" What is the threat to an individual's privacy?"", ' What happens when the data is compiled?', ' Who can identify specific individuals?', ' What was the original purpose of the data?']","['Data mining', 'data aggregation', 'various sources', 'data aggregation', 'when the data, once compiled, cause the data miner, or anyone who has access to the newly compiled data set, to be able to identify specific individuals', ""The threat to an individual's privacy comes into play when the data, once compiled, cause the data miner, or anyone who has access to the newly compiled data set, to be able to identify specific individuals"", 'data miner', 'anonymous']","[0.006958959391340613, 0.84934002161026, 0.6791510879993439, 0.1901916190981865, 0.36817216873168945, 0.1663610339164734, 0.5053655654191971, 0.5822654962539673]"
94,data mining,Privacy concerns and ethics,Privacy concerns and ethics,"Data mining requires data preparation which uncovers information or patterns which compromise confidentiality and privacy obligations. A common way for this to occur is through data aggregation. Data aggregation involves combining data together (possibly from various sources) in a way that facilitates analysis (but that also might make identification of private, individual-level data deducible or otherwise apparent). This is not data mining per se, but a result of the preparation of data before—and for the purposes of—the analysis. The threat to an individual's privacy comes into play when the data, once compiled, cause the data miner, or anyone who has access to the newly compiled data set, to be able to identify specific individuals, especially when the data were originally anonymous.",It is recommended to be aware of the following before data are collected:,[' What should you be aware of before collecting data?'],['the following'],[0.6145231574773788]
95,data mining,Privacy concerns and ethics,Privacy concerns and ethics,It is recommended to be aware of the following before data are collected:,"Data may also be modified so as to become anonymous, so that individuals may not readily be identified. However, even ""anonymized"" data sets can potentially contain enough information to allow identification of individuals, as occurred when journalists were able to find several individuals based on a set of search histories that were inadvertently released by AOL.","[' What can be modified so as to become anonymous?', ' What can potentially contain enough information to allow identification of individuals?', ' How did journalists find several individuals based on a set of search histories?', ' AOL released a set of search histories inadvertently by what company?']","['Data', 'anonymized"" data sets', 'inadvertently released by AOL', 'AOL']","[0.8106151223182678, 0.7809758484363556, 0.18625035136938095, 0.25820622593164444]"
96,data mining,Privacy concerns and ethics,Privacy concerns and ethics,"Data may also be modified so as to become anonymous, so that individuals may not readily be identified. However, even ""anonymized"" data sets can potentially contain enough information to allow identification of individuals, as occurred when journalists were able to find several individuals based on a set of search histories that were inadvertently released by AOL.","The inadvertent revelation of personally identifiable information leading to the provider violates Fair Information Practices.   This indiscretion can cause financial,
emotional, or bodily harm to the indicated individual.  In one instance of privacy violation, the patrons of Walgreens filed a lawsuit against the company in 2011 for selling
prescription information to data mining companies who in turn provided the data
to pharmaceutical companies.","[' What is a violation of Fair Information Practices?', ' Who filed a lawsuit in 2011?', ' What did the patrons of Walgreens do?', ' In what year did a lawsuit be filed against the company for selling prescription information to data mining companies?', ' What did the lawsuit allege the company sold prescription data to?', ' Who provided the data to pharmaceutical companies in 2011?']","['The inadvertent revelation of personally identifiable information leading to the provider', 'the patrons of Walgreens', 'selling\nprescription information to data mining companies', '2011', 'data mining companies', 'data mining companies']","[0.5180177241563797, 0.6839267164468765, 0.19141925871372223, 0.9784871637821198, 0.8117449879646301, 0.44710008800029755]"
